gene_id	colors
ENSG00000276462.2	blue
ENSG00000276547.1	green
ENSG00000276557.1	brown
ENSG00000276566.1	yellow
ENSG00000276597.1	brown
ENSG00000276775.1	yellow
ENSG00000276819.1	brown
ENSG00000276850.5	blue
ENSG00000276953.1	brown
ENSG00000277011.1	turquoise
ENSG00000277013.1	turquoise
ENSG00000277247.1	turquoise
ENSG00000277301.1	brown
ENSG00000277559.1	turquoise
ENSG00000277586.4	blue
ENSG00000277883.1	blue
ENSG00000277987.2	grey
ENSG00000278030.1	brown
ENSG00000278090.3	brown
ENSG00000278195.2	brown
ENSG00000278196.3	yellow
ENSG00000278200.1	brown
ENSG00000278463.2	brown
ENSG00000278530.4	grey
ENSG00000278626.1	turquoise
ENSG00000278847.1	grey
ENSG00000278954.1	blue
ENSG00000278962.1	turquoise
ENSG00000278996.1	turquoise
ENSG00000279023.1	turquoise
ENSG00000279036.1	blue
ENSG00000279042.1	turquoise
ENSG00000279104.1	blue
ENSG00000279110.1	brown
ENSG00000279154.1	turquoise
ENSG00000279302.3	turquoise
ENSG00000279414.1	grey
ENSG00000279444.1	brown
ENSG00000279456.1	green
ENSG00000279511.1	turquoise
ENSG00000279516.2	turquoise
ENSG00000279631.1	turquoise
ENSG00000279675.1	grey
ENSG00000279692.1	brown
ENSG00000279693.1	brown
ENSG00000279725.1	turquoise
ENSG00000279778.1	turquoise
ENSG00000279806.1	turquoise
ENSG00000279965.1	yellow
ENSG00000279970.1	turquoise
ENSG00000279972.1	turquoise
ENSG00000280027.1	grey
ENSG00000280032.1	blue
ENSG00000280062.1	turquoise
ENSG00000280177.1	brown
ENSG00000280241.4	turquoise
ENSG00000280255.1	grey
ENSG00000280322.1	blue
ENSG00000280411.1	yellow
ENSG00000280441.3	turquoise
ENSG00000280587.1	blue
ENSG00000280623.1	brown
ENSG00000280916.2	turquoise
ENSG00000280953.2	brown
ENSG00000281162.2	grey
ENSG00000281327.2	turquoise
ENSG00000281406.2	turquoise
ENSG00000281769.1	blue
ENSG00000281852.1	brown
ENSG00000281958.1	brown
ENSG00000281990.1	grey
ENSG00000282122.1	yellow
ENSG00000282133.1	brown
ENSG00000282173.1	brown
ENSG00000282320.1	brown
ENSG00000282390.1	grey
ENSG00000282420.1	brown
ENSG00000282431.1	brown
ENSG00000282499.1	brown
ENSG00000282600.2	yellow
ENSG00000282639.1	yellow
ENSG00000282651.2	yellow
ENSG00000282780.1	brown
ENSG00000282881.2	turquoise
ENSG00000282939.1	brown
ENSG00000283000.2	blue
ENSG00000283063.1	brown
ENSG00000283071.1	turquoise
ENSG00000283154.2	turquoise
ENSG00000283162.1	blue
ENSG00000283178.1	blue
ENSG00000283183.2	turquoise
ENSG00000283303.1	turquoise
ENSG00000283403.1	brown
ENSG00000283503.2	blue
ENSG00000283554.1	turquoise
ENSG00000283599.2	blue
ENSG00000283689.1	turquoise
ENSG00000283948.1	brown
ENSG00000283972.1	turquoise
ENSG00000284543.1	brown
ENSG00000284600.1	brown
ENSG00000284636.1	grey
ENSG00000284640.1	turquoise
ENSG00000284646.1	blue
ENSG00000284874.1	green
ENSG00000284928.1	blue
ENSG00000285201.1	turquoise
ENSG00000285205.2	turquoise
ENSG00000285407.1	turquoise
ENSG00000285529.1	brown
ENSG00000285535.2	brown
ENSG00000285578.1	brown
ENSG00000285637.2	turquoise
ENSG00000285648.1	grey
ENSG00000285788.1	brown
ENSG00000285799.1	green
ENSG00000285819.1	turquoise
ENSG00000285822.1	turquoise
ENSG00000285933.1	blue
ENSG00000285972.1	yellow
ENSG00000285973.2	blue
ENSG00000286009.2	grey
ENSG00000286042.1	blue
ENSG00000286051.1	grey
ENSG00000286058.1	turquoise
ENSG00000286122.1	brown
ENSG00000286123.1	turquoise
ENSG00000286124.1	blue
ENSG00000286147.1	turquoise
ENSG00000286191.1	brown
ENSG00000286301.1	blue
ENSG00000286332.1	turquoise
ENSG00000286342.1	turquoise
ENSG00000286344.1	blue
ENSG00000286351.1	blue
ENSG00000286355.1	turquoise
ENSG00000286358.1	turquoise
ENSG00000286381.1	grey
ENSG00000286385.1	turquoise
ENSG00000286403.1	turquoise
ENSG00000286426.1	turquoise
ENSG00000286449.1	turquoise
ENSG00000286461.1	blue
ENSG00000286495.1	brown
ENSG00000286502.1	turquoise
ENSG00000286504.1	blue
ENSG00000286519.1	blue
ENSG00000286538.1	brown
ENSG00000286540.1	turquoise
ENSG00000286619.1	grey
ENSG00000286710.1	blue
ENSG00000286728.1	blue
ENSG00000286742.1	brown
ENSG00000286764.1	turquoise
ENSG00000286797.1	turquoise
ENSG00000286831.1	brown
ENSG00000286848.1	brown
ENSG00000286892.1	blue
ENSG00000286949.1	turquoise
ENSG00000286984.1	turquoise
ENSG00000287040.1	blue
ENSG00000287064.1	grey
ENSG00000287080.2	brown
ENSG00000287088.1	grey
ENSG00000287094.1	brown
ENSG00000287232.1	turquoise
ENSG00000287243.2	brown
ENSG00000287248.1	turquoise
ENSG00000287252.1	brown
ENSG00000287281.1	turquoise
ENSG00000287313.1	grey
ENSG00000287329.1	turquoise
ENSG00000287331.1	brown
ENSG00000287352.1	turquoise
ENSG00000287362.1	brown
ENSG00000287374.1	turquoise
ENSG00000287390.1	turquoise
ENSG00000287405.1	brown
ENSG00000287407.1	turquoise
ENSG00000287430.1	green
ENSG00000287446.1	brown
ENSG00000287463.1	blue
ENSG00000287530.1	turquoise
ENSG00000287538.1	turquoise
ENSG00000287544.1	brown
ENSG00000287609.1	grey
ENSG00000287630.1	turquoise
ENSG00000287642.1	turquoise
ENSG00000287645.1	brown
ENSG00000287744.1	turquoise
ENSG00000287784.1	brown
ENSG00000287785.1	brown
ENSG00000287806.1	turquoise
ENSG00000287814.1	blue
ENSG00000287823.1	turquoise
ENSG00000287844.1	turquoise
ENSG00000287860.1	blue
ENSG00000287861.1	turquoise
ENSG00000287862.1	grey
ENSG00000287865.1	turquoise
ENSG00000287887.1	turquoise
ENSG00000287906.1	blue
ENSG00000287923.1	turquoise
ENSG00000287929.1	blue
ENSG00000287944.1	turquoise
ENSG00000287989.1	brown
ENSG00000288010.1	brown
ENSG00000288029.1	turquoise
ENSG00000288035.1	blue
ENSG00000288046.1	blue
ENSG00000288047.1	turquoise
ENSG00000288049.1	grey
ENSG00000288107.1	turquoise
