ensembl_base,gene_name,gene_ensembl,logFC,logCPM,F,PValue,FDR,comparison,cluster1,cluster2
ENSG00000272975,MYHAS,ENSG00000272975.1,-2.9068830789381632,-1.3842204805983875,607.4897659044029,2.1973409695226948e-98,4.71731075255127e-96,Cluster2_vs_Cluster1,1,2
ENSG00000286952,AC093928.1,ENSG00000286952.1,-2.763844857097078,-2.517631294431421,541.6826869226161,6.63134165993617e-98,1.410075859441856e-95,Cluster2_vs_Cluster1,1,2
ENSG00000173991,TCAP,ENSG00000173991.6,-5.892538769972676,5.4769915359921475,692.3445756904157,9.07139051808048e-98,1.910725812237574e-95,Cluster2_vs_Cluster1,1,2
ENSG00000153531,ADPRHL1,ENSG00000153531.13,-3.0461910754119907,3.423837023696876,686.7655039338183,2.734511659825929e-97,5.7059291428909835e-95,Cluster2_vs_Cluster1,1,2
ENSG00000197893,NRAP,ENSG00000197893.14,-6.522740480826543,5.487278146284085,687.4393861677402,3.217620986754662e-97,6.636008157655505e-95,Cluster2_vs_Cluster1,1,2
ENSG00000185028,LRRC14B,ENSG00000185028.4,-3.18432246510478,-1.5041049932214807,577.6816763766735,3.239686877701662e-97,6.636008157655505e-95,Cluster2_vs_Cluster1,1,2
ENSG00000188176,SMTNL2,ENSG00000188176.12,-4.3454888081956184,1.7446303293637644,684.232626878074,3.668625327000842e-97,7.446308879631618e-95,Cluster2_vs_Cluster1,1,2
ENSG00000022267,FHL1,ENSG00000022267.19,-3.372268771972372,6.598376055420781,681.0482245395398,7.777344795931171e-97,1.564367362691489e-94,Cluster2_vs_Cluster1,1,2
ENSG00000147573,TRIM55,ENSG00000147573.17,-3.698382901946647,0.44480938522402286,663.3236124420689,9.024167757452247e-97,1.798951727862824e-94,Cluster2_vs_Cluster1,1,2
ENSG00000104879,CKM,ENSG00000104879.5,-6.14754304511084,6.8088078148283895,673.9152413270657,4.025557909932585e-96,7.953861190713701e-94,Cluster2_vs_Cluster1,1,2
