ensembl_base,gene_name,gene_ensembl,logFC,logCPM,F,PValue,FDR,comparison,cluster1,cluster2
ENSG00000113430,IRX4,ENSG00000113430.10,7.118341922674287,3.5086593479486736,279.06239930742277,6.137970667731744e-36,5.839078183042199e-33,Cluster2_vs_Cluster1,1,2
ENSG00000283162,AL390726.5,ENSG00000283162.1,-3.888694132049778,-0.6684620932779046,249.05555956533152,7.081241704976528e-36,6.455732021036934e-33,Cluster2_vs_Cluster1,1,2
ENSG00000229511,GAS2L1P1,ENSG00000229511.1,-4.015390941532769,-0.5006744326060059,249.8350786022831,8.878374540365189e-36,7.770353397727614e-33,Cluster2_vs_Cluster1,1,2
ENSG00000237361,TUSC8,ENSG00000237361.3,-5.159014776766113,3.278493043427482,315.24260696032496,1.8597677178193554e-35,1.565066064072596e-32,Cluster2_vs_Cluster1,1,2
ENSG00000281769,LINC01230,ENSG00000281769.1,-5.3203443119122324,0.4031599312669205,236.22109770711805,1.9814517894694554e-35,1.6057098205033955e-32,Cluster2_vs_Cluster1,1,2
ENSG00000184908,CLCNKB,ENSG00000184908.18,5.725950115712318,3.1191641472598572,298.51777377525946,3.102507199371113e-35,2.4243877686514273e-32,Cluster2_vs_Cluster1,1,2
ENSG00000287844,AC018953.2,ENSG00000287844.1,5.599107571946853,-0.2930149590012988,241.72582906225904,3.9834544317129725e-35,3.005447688478615e-32,Cluster2_vs_Cluster1,1,2
ENSG00000228709,LINC02575,ENSG00000228709.1,5.537450792852349,0.44021349198064696,226.6631250860607,7.402161590133073e-35,5.398643186403721e-32,Cluster2_vs_Cluster1,1,2
ENSG00000165643,SOHLH1,ENSG00000165643.11,9.943248362595108,4.397711768188987,224.65264967110917,1.4473438775621968e-34,1.0215446464858343e-31,Cluster2_vs_Cluster1,1,2
ENSG00000286949,AC008969.2,ENSG00000286949.1,5.454060449910619,0.985974627510197,233.1983616308641,1.6989135535591213e-34,1.1616321422460491e-31,Cluster2_vs_Cluster1,1,2
ENSG00000256654,AC005906.2,ENSG00000256654.4,-4.74780757916862,0.5132927855408982,240.1214111739655,8.108847022405987e-34,5.376411298492212e-31,Cluster2_vs_Cluster1,1,2
ENSG00000196353,CPNE4,ENSG00000196353.11,-4.581171481531248,0.07225403291284258,229.80667844510688,9.81211877429552e-34,6.314387022987823e-31,Cluster2_vs_Cluster1,1,2
ENSG00000280916,FOXCUT,ENSG00000280916.2,4.274594157864508,2.272679237805613,282.77003366665264,1.1532075336539632e-33,7.209194524671061e-31,Cluster2_vs_Cluster1,1,2
ENSG00000184221,OLIG1,ENSG00000184221.13,-7.236513564884557,2.522679535000763,224.52826428258328,1.4968027610015471e-33,8.951129878183057e-31,Cluster2_vs_Cluster1,1,2
ENSG00000182240,BACE2,ENSG00000182240.16,2.9055432271525476,6.497686186026557,283.56353848807083,1.5467468669125763e-33,8.951129878183057e-31,Cluster2_vs_Cluster1,1,2
ENSG00000235974,VN2R19P,ENSG00000235974.1,5.486410064085468,1.7786016295379001,244.82345536277168,1.554583799684443e-33,8.951129878183057e-31,Cluster2_vs_Cluster1,1,2
ENSG00000222014,RAB6C,ENSG00000222014.6,-3.819296865919722,-0.7817749015235899,221.32626041811548,2.2030722213705344e-33,1.2359800052201869e-30,Cluster2_vs_Cluster1,1,2
ENSG00000261239,ANKRD26P1,ENSG00000261239.6,8.248640399489595,2.7705103810758804,210.95009807017118,3.421613173192721e-33,1.8716224057364184e-30,Cluster2_vs_Cluster1,1,2
ENSG00000102174,PHEX,ENSG00000102174.9,6.436904726442404,6.47723906730496,278.2367282087763,3.953024861151054e-33,2.1095654624874404e-30,Cluster2_vs_Cluster1,1,2
ENSG00000287814,AC011407.1,ENSG00000287814.1,-4.83810814937216,0.5944531895836481,231.96787375194526,4.198456250192282e-33,2.1871957798620746e-30,Cluster2_vs_Cluster1,1,2
