chaperone_ensembl,chaperone_gene_name,chaperone_uniprot,interactor_ensembl,interactor_gene_name,interactor_uniprot
ENSG00000080824,HSP90AA1,P07900,ENSG00000198208,RPS6KL1,Q9Y6S9
ENSG00000080824,HSP90AA1,P07900,ENSG00000125508,SRMS,Q9H3Y6
ENSG00000080824,HSP90AA1,P07900,ENSG00000010219,DYRK4,Q9NR20
ENSG00000080824,HSP90AA1,P07900,ENSG00000141639,MAPK4,P31152
ENSG00000080824,HSP90AA1,P07900,ENSG00000198055,GRK6,P43250
ENSG00000080824,HSP90AA1,P07900,ENSG00000103507,BCKDK,O14874
ENSG00000080824,HSP90AA1,P07900,ENSG00000187550,SBK2,P0C263
ENSG00000080824,HSP90AA1,P07900,ENSG00000159792,PSKH1,P11801
ENSG00000080824,HSP90AA1,P07900,ENSG00000006432,MAP3K9,P80192
ENSG00000080824,HSP90AA1,P07900,ENSG00000130758,MAP3K10,Q02779
ENSG00000080824,HSP90AA1,P07900,ENSG00000261893,CLK2,P49760
ENSG00000080824,HSP90AA1,P07900,ENSG00000285369,BLK,P51451
ENSG00000080824,HSP90AA1,P07900,ENSG00000067992,PDK3,Q15120
ENSG00000080824,HSP90AA1,P07900,ENSG00000185324,CDK10,Q15131
ENSG00000080824,HSP90AA1,P07900,ENSG00000004799,PDK4,Q16654
ENSG00000080824,HSP90AA1,P07900,ENSG00000143674,MAP3K21,Q5TCX8
ENSG00000080824,HSP90AA1,P07900,ENSG00000160447,PKN3,Q6P5Z2
ENSG00000080824,HSP90AA1,P07900,ENSG00000063761,ADCK1,Q86TW2
ENSG00000080824,HSP90AA1,P07900,ENSG00000165752,STK32C,Q86UX6
ENSG00000080824,HSP90AA1,P07900,ENSG00000145949,MYLK4,Q86YV6
ENSG00000080824,HSP90AA1,P07900,ENSG00000164076,CAMKV,Q8NCB2
ENSG00000080824,HSP90AA1,P07900,ENSG00000160396,HIPK4,Q8NE63
ENSG00000080824,HSP90AA1,P07900,ENSG00000183145,RIPPLY3,P57055
ENSG00000080824,HSP90AA1,P07900,ENSG00000282905,NFKBIB,Q15653
ENSG00000080824,HSP90AA1,P07900,ENSG00000146232,NFKBIE,O00221
ENSG00000080824,HSP90AA1,P07900,ENSG00000117266,CDK18,Q07002
ENSG00000080824,HSP90AA1,P07900,ENSG00000141161,UNC45B,Q8IWX7
ENSG00000080824,HSP90AA1,P07900,ENSG00000205111,CDKL4,Q5MAI5
ENSG00000080824,HSP90AA1,P07900,ENSG00000185972,CCIN,Q13939
ENSG00000080824,HSP90AA1,P07900,ENSG00000250506,CDK3,Q00526
ENSG00000080824,HSP90AA1,P07900,ENSG00000106524,ANKMY2,Q8IV38
ENSG00000080824,HSP90AA1,P07900,ENSG00000168439,STIP1,P31948
ENSG00000080824,HSP90AA1,P07900,ENSG00000104450,SPAG1,Q07617
ENSG00000080824,HSP90AA1,P07900,ENSG00000123352,SPATS2,Q86XZ4
ENSG00000080824,HSP90AA1,P07900,ENSG00000174915,PTDSS2,Q9BVG9
ENSG00000080824,HSP90AA1,P07900,ENSG00000171763,AFG2B,Q9BVQ7
ENSG00000080824,HSP90AA1,P07900,ENSG00000164182,NDUFAF2,Q8N183
ENSG00000080824,HSP90AA1,P07900,ENSG00000106993,CDC37L1,Q7L3B6
ENSG00000080824,HSP90AA1,P07900,ENSG00000147166,ITGB1BP2,Q9UKP3
ENSG00000080824,HSP90AA1,P07900,ENSG00000113396,SLC27A6,Q9Y2P4
ENSG00000080824,HSP90AA1,P07900,ENSG00000145375,AFG2A,Q8NB90
ENSG00000080824,HSP90AA1,P07900,ENSG00000099910,KLHL22,Q53GT1
ENSG00000080824,HSP90AA1,P07900,ENSG00000068394,GPKOW,Q92917
ENSG00000080824,HSP90AA1,P07900,ENSG00000137656,BUD13,Q9BRD0
ENSG00000080824,HSP90AA1,P07900,ENSG00000108679,LGALS3BP,Q08380
ENSG00000080824,HSP90AA1,P07900,ENSG00000171497,PPID,Q08752
ENSG00000080824,HSP90AA1,P07900,ENSG00000178093,TSSK6,Q9BXA6
ENSG00000080824,HSP90AA1,P07900,ENSG00000111732,AICDA,Q9GZX7
ENSG00000080824,HSP90AA1,P07900,ENSG00000172053,QARS1,P47897
ENSG00000080824,HSP90AA1,P07900,ENSG00000115866,DARS1,P14868
ENSG00000080824,HSP90AA1,P07900,ENSG00000166986,MARS1,P56192
ENSG00000080824,HSP90AA1,P07900,ENSG00000070915,SLC12A3,P55017
ENSG00000080824,HSP90AA1,P07900,ENSG00000124067,SLC12A4,Q9UP95
ENSG00000080824,HSP90AA1,P07900,ENSG00000124140,SLC12A5,Q9H2X9
ENSG00000080824,HSP90AA1,P07900,ENSG00000140199,SLC12A6,Q9UHW9
ENSG00000080824,HSP90AA1,P07900,ENSG00000113504,SLC12A7,Q9Y666
ENSG00000080824,HSP90AA1,P07900,ENSG00000119314,PTBP3,O95758
ENSG00000080824,HSP90AA1,P07900,ENSG00000148680,HTR7,P34969
ENSG00000080824,HSP90AA1,P07900,ENSG00000100426,ZBED4,O75132
ENSG00000080824,HSP90AA1,P07900,ENSG00000106336,FBXO24,O75426
ENSG00000080824,HSP90AA1,P07900,ENSG00000147364,FBXO25,Q8TCJ0
ENSG00000080824,HSP90AA1,P07900,ENSG00000150361,KLHL1,Q9NR64
ENSG00000080824,HSP90AA1,P07900,ENSG00000175946,KLHL38,Q2WGJ6
ENSG00000080824,HSP90AA1,P07900,ENSG00000164663,USP49,Q70CQ1
ENSG00000080824,HSP90AA1,P07900,ENSG00000134627,PIWIL4,Q7Z3Z4
ENSG00000096384,HSP90AB1,P08238,ENSG00000196924,FLNA,P21333
ENSG00000096384,HSP90AB1,P08238,ENSG00000111424,VDR,P11473
ENSG00000096384,HSP90AB1,P08238,ENSG00000142676,RPL11,P62913
ENSG00000096384,HSP90AB1,P08238,ENSG00000007168,PAFAH1B1,P43034
ENSG00000096384,HSP90AB1,P08238,ENSG00000134058,CDK7,P50613
ENSG00000096384,HSP90AB1,P08238,ENSG00000132155,RAF1,P04049
ENSG00000096384,HSP90AB1,P08238,ENSG00000137275,RIPK1,Q13546
ENSG00000096384,HSP90AB1,P08238,ENSG00000075624,ACTB,P60709
ENSG00000096384,HSP90AB1,P08238,ENSG00000157540,DYRK1A,Q13627
ENSG00000096384,HSP90AB1,P08238,ENSG00000284792,PTEN,P60484
ENSG00000096384,HSP90AB1,P08238,ENSG00000171094,ALK,Q9UM73
ENSG00000096384,HSP90AB1,P08238,ENSG00000105221,AKT2,P31751
ENSG00000096384,HSP90AB1,P08238,ENSG00000116106,EPHA4,P54764
ENSG00000096384,HSP90AB1,P08238,ENSG00000178568,ERBB4,Q15303
ENSG00000096384,HSP90AB1,P08238,ENSG00000140443,IGF1R,P08069
ENSG00000096384,HSP90AB1,P08238,ENSG00000169398,PTK2,Q05397
ENSG00000096384,HSP90AB1,P08238,ENSG00000108443,RPS6KB1,P23443
ENSG00000096384,HSP90AB1,P08238,ENSG00000182866,LCK,P06239
ENSG00000096384,HSP90AB1,P08238,ENSG00000107779,BMPR1A,P36894
ENSG00000096384,HSP90AB1,P08238,ENSG00000105397,TYK2,P29597
ENSG00000096384,HSP90AB1,P08238,ENSG00000172977,KAT5,Q92993
ENSG00000096384,HSP90AB1,P08238,ENSG00000253729,PRKDC,P78527
ENSG00000096384,HSP90AB1,P08238,ENSG00000291420,ACTG1,P63261
ENSG00000096384,HSP90AB1,P08238,ENSG00000173692,PSMD1,Q99460
ENSG00000096384,HSP90AB1,P08238,ENSG00000137154,RPS6,P62753
ENSG00000096384,HSP90AB1,P08238,ENSG00000198034,RPS4X,P62701
ENSG00000096384,HSP90AB1,P08238,ENSG00000292158,RPS3A,P61247
ENSG00000096384,HSP90AB1,P08238,ENSG00000288516,PRKACA,P17612
ENSG00000096384,HSP90AB1,P08238,ENSG00000164885,CDK5,Q00535
ENSG00000096384,HSP90AB1,P08238,ENSG00000164924,YWHAZ,P63104
ENSG00000096384,HSP90AB1,P08238,ENSG00000100644,HIF1A,Q16665
ENSG00000096384,HSP90AB1,P08238,ENSG00000141646,SMAD4,Q13485
ENSG00000096384,HSP90AB1,P08238,ENSG00000067900,ROCK1,Q13464
ENSG00000106211,HSPB1,P04792,ENSG00000067560,RHOA,P61586
ENSG00000106211,HSPB1,P04792,ENSG00000157764,BRAF,P15056
ENSG00000080824,HSP90AA1,P07900,ENSG00000197056,ZMYM1,Q5SVZ6
ENSG00000080824,HSP90AA1,P07900,ENSG00000204394,VARS1,P26640
ENSG00000080824,HSP90AA1,P07900,ENSG00000140153,WDR20,Q8TBZ3
ENSG00000080824,HSP90AA1,P07900,ENSG00000159399,HK2,P52789
ENSG00000080824,HSP90AA1,P07900,ENSG00000169612,RAMAC,Q9BTL3
ENSG00000080824,HSP90AA1,P07900,ENSG00000132688,NES,P48681
ENSG00000080824,HSP90AA1,P07900,ENSG00000167770,OTUB1,Q96FW1
ENSG00000080824,HSP90AA1,P07900,ENSG00000183421,RIPK4,P57078
ENSG00000080824,HSP90AA1,P07900,ENSG00000131697,NPHP4,O75161
ENSG00000080824,HSP90AA1,P07900,ENSG00000104419,NDRG1,Q92597
ENSG00000080824,HSP90AA1,P07900,ENSG00000163545,NUAK2,Q9H093
ENSG00000080824,HSP90AA1,P07900,ENSG00000171435,KSR2,Q6VAB6
ENSG00000080824,HSP90AA1,P07900,ENSG00000050820,BCAR1,P56945
ENSG00000080824,HSP90AA1,P07900,ENSG00000147889,CDKN2A,P42771
ENSG00000080824,HSP90AA1,P07900,ENSG00000122126,OCRL,Q01968
ENSG00000080824,HSP90AA1,P07900,ENSG00000126070,AGO3,Q9H9G7
ENSG00000080824,HSP90AA1,P07900,ENSG00000134698,AGO4,Q9HCK5
ENSG00000080824,HSP90AA1,P07900,ENSG00000111530,CAND1,Q86VP6
ENSG00000080824,HSP90AA1,P07900,ENSG00000108094,CUL2,Q13617
ENSG00000080824,HSP90AA1,P07900,ENSG00000158290,CUL4B,Q13620
ENSG00000080824,HSP90AA1,P07900,ENSG00000139842,CUL4A,Q13619
ENSG00000080824,HSP90AA1,P07900,ENSG00000043093,DCUN1D1,Q96GG9
ENSG00000080824,HSP90AA1,P07900,ENSG00000285246,NEDD8,Q15843
ENSG00000080824,HSP90AA1,P07900,ENSG00000166266,CUL5,Q93034
ENSG00000080824,HSP90AA1,P07900,ENSG00000121022,COPS5,Q92905
ENSG00000080824,HSP90AA1,P07900,ENSG00000137628,DDX60,Q8IY21
ENSG00000080824,HSP90AA1,P07900,ENSG00000006062,MAP3K14,Q99558
ENSG00000080824,HSP90AA1,P07900,ENSG00000263528,IKBKE,Q14164
ENSG00000080824,HSP90AA1,P07900,ENSG00000095015,MAP3K1,Q13233
ENSG00000080824,HSP90AA1,P07900,ENSG00000198909,MAP3K3,Q99759
ENSG00000080824,HSP90AA1,P07900,ENSG00000102871,TRADD,Q15628
ENSG00000080824,HSP90AA1,P07900,ENSG00000107317,PTGDS,P41222
ENSG00000080824,HSP90AA1,P07900,ENSG00000069345,DNAJA2,O60884
ENSG00000080824,HSP90AA1,P07900,ENSG00000086061,DNAJA1,P31689
ENSG00000080824,HSP90AA1,P07900,ENSG00000204120,GIGYF2,Q6Y7W6
ENSG00000080824,HSP90AA1,P07900,ENSG00000105701,FKBP8,Q14318
ENSG00000080824,HSP90AA1,P07900,ENSG00000137285,TUBB2B,Q9BVA1
ENSG00000080824,HSP90AA1,P07900,ENSG00000106028,SSBP1,Q04837
ENSG00000080824,HSP90AA1,P07900,ENSG00000178462,TUBAL3,A6NHL2
ENSG00000080824,HSP90AA1,P07900,ENSG00000173226,IQCB1,Q15051
ENSG00000080824,HSP90AA1,P07900,ENSG00000163558,PRKCI,P41743
ENSG00000080824,HSP90AA1,P07900,ENSG00000072832,CRMP1,Q14194
ENSG00000080824,HSP90AA1,P07900,ENSG00000108669,CYTH1,Q15438
ENSG00000080824,HSP90AA1,P07900,ENSG00000106772,PRUNE2,Q8WUY3
ENSG00000080824,HSP90AA1,P07900,ENSG00000064726,BTBD1,Q9H0C5
ENSG00000080824,HSP90AA1,P07900,ENSG00000128891,CCDC32,Q9BV29
ENSG00000080824,HSP90AA1,P07900,ENSG00000204104,TRAF3IP1,Q8TDR0
ENSG00000080824,HSP90AA1,P07900,ENSG00000084093,REST,Q13127
ENSG00000080824,HSP90AA1,P07900,ENSG00000143418,CERS2,Q96G23
ENSG00000080824,HSP90AA1,P07900,ENSG00000159692,CTBP1,Q13363
ENSG00000080824,HSP90AA1,P07900,ENSG00000179456,ZBTB18,Q99592
ENSG00000080824,HSP90AA1,P07900,ENSG00000168283,BMI1,P35226
ENSG00000080824,HSP90AA1,P07900,ENSG00000027644,INSRR,P14616
ENSG00000080824,HSP90AA1,P07900,ENSG00000138193,PLCE1,Q9P212
ENSG00000080824,HSP90AA1,P07900,ENSG00000114904,NEK4,P51957
ENSG00000080824,HSP90AA1,P07900,ENSG00000182541,LIMK2,P53671
ENSG00000080824,HSP90AA1,P07900,ENSG00000133275,CSNK1G2,P78368
ENSG00000080824,HSP90AA1,P07900,ENSG00000104814,MAP4K1,Q92918
ENSG00000080824,HSP90AA1,P07900,ENSG00000206203,TSSK2,Q96PF2
ENSG00000080824,HSP90AA1,P07900,ENSG00000150457,LATS2,Q9NRM7
ENSG00000080824,HSP90AA1,P07900,ENSG00000292210,PIM2,Q9P1W9
ENSG00000080824,HSP90AA1,P07900,ENSG00000181085,MAPK15,Q8TD08
ENSG00000080824,HSP90AA1,P07900,ENSG00000125834,STK35,Q8TDR2
ENSG00000080824,HSP90AA1,P07900,ENSG00000071909,MYO3B,Q8WXR4
ENSG00000080824,HSP90AA1,P07900,ENSG00000112144,CILK1,Q9UPZ9
ENSG00000080824,HSP90AA1,P07900,ENSG00000160584,SIK3,Q9Y2K2
ENSG00000080824,HSP90AA1,P07900,ENSG00000212122,TSSK1B,Q9BXA7
ENSG00000080824,HSP90AA1,P07900,ENSG00000130413,STK33,Q9BYT3
ENSG00000080824,HSP90AA1,P07900,ENSG00000101049,SGK2,Q9HBY8
ENSG00000080824,HSP90AA1,P07900,ENSG00000086232,EIF2AK1,Q9BQI3
ENSG00000080824,HSP90AA1,P07900,ENSG00000037280,FLT4,P35916
ENSG00000080824,HSP90AA1,P07900,ENSG00000181409,AATK,Q6ZMQ8
ENSG00000080824,HSP90AA1,P07900,ENSG00000162302,RPS6KA4,O75676
ENSG00000080824,HSP90AA1,P07900,ENSG00000172680,MOS,P00540
ENSG00000080824,HSP90AA1,P07900,ENSG00000115694,STK25,O00506
ENSG00000080824,HSP90AA1,P07900,ENSG00000156711,MAPK13,O15264
ENSG00000080824,HSP90AA1,P07900,ENSG00000078061,ARAF,P10398
ENSG00000080824,HSP90AA1,P07900,ENSG00000165059,PRKACG,P22612
ENSG00000080824,HSP90AA1,P07900,ENSG00000137764,MAP2K5,Q13163
ENSG00000080824,HSP90AA1,P07900,ENSG00000179335,CLK3,P49761
ENSG00000080824,HSP90AA1,P07900,ENSG00000183943,PRKX,P51817
ENSG00000080824,HSP90AA1,P07900,ENSG00000065883,CDK13,Q14004
ENSG00000080824,HSP90AA1,P07900,ENSG00000005882,PDK2,Q15119
ENSG00000080824,HSP90AA1,P07900,ENSG00000154237,LRRK1,Q38SD2
ENSG00000080824,HSP90AA1,P07900,ENSG00000116783,TNNI3K,Q59H18
ENSG00000080824,HSP90AA1,P07900,ENSG00000140474,ULK3,Q6PHR2
ENSG00000080824,HSP90AA1,P07900,ENSG00000160602,NEK8,Q86SG6
ENSG00000080824,HSP90AA1,P07900,ENSG00000156345,CDK20,Q8IZL9
ENSG00000080824,HSP90AA1,P07900,ENSG00000175087,PDIK1L,Q8N165
ENSG00000080824,HSP90AA1,P07900,ENSG00000170209,ANKK1,Q8NFD2
ENSG00000080824,HSP90AA1,P07900,ENSG00000114670,NEK11,Q8NG66
ENSG00000080824,HSP90AA1,P07900,ENSG00000056558,TRAF1,Q13077
ENSG00000080824,HSP90AA1,P07900,ENSG00000107968,MAP3K8,P41279
ENSG00000080824,HSP90AA1,P07900,ENSG00000139112,GABARAPL1,Q9H0R8
ENSG00000080824,HSP90AA1,P07900,ENSG00000170296,GABARAP,O95166
ENSG00000080824,HSP90AA1,P07900,ENSG00000034713,GABARAPL2,P60520
ENSG00000080824,HSP90AA1,P07900,ENSG00000101460,MAP1LC3A,Q9H492
ENSG00000080824,HSP90AA1,P07900,ENSG00000110367,DDX6,P26196
ENSG00000080824,HSP90AA1,P07900,ENSG00000105146,AURKC,Q9UQB9
ENSG00000080824,HSP90AA1,P07900,ENSG00000185420,SMYD3,Q9H7B4
ENSG00000080824,HSP90AA1,P07900,ENSG00000169564,PCBP1,Q15365
ENSG00000080824,HSP90AA1,P07900,ENSG00000162645,GBP2,P32456
ENSG00000080824,HSP90AA1,P07900,ENSG00000175634,RPS6KB2,Q9UBS0
ENSG00000080824,HSP90AA1,P07900,ENSG00000132518,GUCY2D,Q02846
ENSG00000080824,HSP90AA1,P07900,ENSG00000135409,AMHR2,Q16671
ENSG00000080824,HSP90AA1,P07900,ENSG00000138395,CDK15,Q96Q40
ENSG00000080824,HSP90AA1,P07900,ENSG00000116711,PLA2G4A,P47712
ENSG00000080824,HSP90AA1,P07900,ENSG00000077549,CAPZB,P47756
ENSG00000080824,HSP90AA1,P07900,ENSG00000105993,DNAJB6,O75190
ENSG00000080824,HSP90AA1,P07900,ENSG00000166598,HSP90B1,P14625
ENSG00000080824,HSP90AA1,P07900,ENSG00000157593,SLC35B2,Q8TB61
ENSG00000080824,HSP90AA1,P07900,ENSG00000105298,CACTIN,Q8WUQ7
ENSG00000080824,HSP90AA1,P07900,ENSG00000164934,DCAF13,Q9NV06
ENSG00000080824,HSP90AA1,P07900,ENSG00000066926,FECH,P22830
ENSG00000080824,HSP90AA1,P07900,ENSG00000092847,AGO1,Q9UL18
ENSG00000080824,HSP90AA1,P07900,ENSG00000179776,CDH5,P33151
ENSG00000080824,HSP90AA1,P07900,ENSG00000170027,YWHAG,P61981
ENSG00000080824,HSP90AA1,P07900,ENSG00000156502,SUPV3L1,Q8IYB8
ENSG00000080824,HSP90AA1,P07900,ENSG00000196562,SULF2,Q8IWU5
ENSG00000080824,HSP90AA1,P07900,ENSG00000173020,GRK2,P25098
ENSG00000080824,HSP90AA1,P07900,ENSG00000106100,NOD1,Q9Y239
ENSG00000080824,HSP90AA1,P07900,ENSG00000096401,CDC5L,Q99459
ENSG00000080824,HSP90AA1,P07900,ENSG00000291603,ZAP70,P43403
ENSG00000080824,HSP90AA1,P07900,ENSG00000142405,NLRP12,P59046
ENSG00000080824,HSP90AA1,P07900,ENSG00000065000,AP3D1,O14617
ENSG00000080824,HSP90AA1,P07900,ENSG00000030304,MUSK,O15146
ENSG00000080824,HSP90AA1,P07900,ENSG00000197181,PIWIL2,Q8TC59
ENSG00000080824,HSP90AA1,P07900,ENSG00000275051,PIWIL1,Q96J94
ENSG00000080824,HSP90AA1,P07900,ENSG00000169871,TRIM56,Q9BRZ2
ENSG00000080824,HSP90AA1,P07900,ENSG00000119402,FBXW2,Q9UKT8
ENSG00000080824,HSP90AA1,P07900,ENSG00000127483,HP1BP3,Q5SSJ5
ENSG00000100209,HSCB,Q8IWL3,ENSG00000142192,APP,P05067
ENSG00000096384,HSP90AB1,P08238,ENSG00000169083,AR,P10275
ENSG00000096384,HSP90AB1,P08238,ENSG00000141736,ERBB2,P04626
ENSG00000096384,HSP90AB1,P08238,ENSG00000185345,PRKN,O60260
ENSG00000096384,HSP90AB1,P08238,ENSG00000254087,LYN,P07948
ENSG00000096384,HSP90AB1,P08238,ENSG00000102882,MAPK3,P27361
ENSG00000096384,HSP90AB1,P08238,ENSG00000198400,NTRK1,P04629
ENSG00000096384,HSP90AB1,P08238,ENSG00000010810,FYN,P06241
ENSG00000096384,HSP90AB1,P08238,ENSG00000120899,PTK2B,Q14289
ENSG00000096384,HSP90AB1,P08238,ENSG00000162434,JAK1,P23458
ENSG00000096384,HSP90AB1,P08238,ENSG00000148053,NTRK2,Q16620
ENSG00000096384,HSP90AB1,P08238,ENSG00000112033,PPARD,Q03181
ENSG00000096384,HSP90AB1,P08238,ENSG00000100804,PSMB5,P28074
ENSG00000096384,HSP90AB1,P08238,ENSG00000168028,RPSA,P08865
ENSG00000144381,HSPD1,P10809,ENSG00000142192,APP,P05067
ENSG00000144381,HSPD1,P10809,ENSG00000276536,HRAS,P01112
ENSG00000106211,HSPB1,P04792,ENSG00000145335,SNCA,P37840
ENSG00000106211,HSPB1,P04792,ENSG00000142208,AKT1,P31749
ENSG00000080824,HSP90AA1,P07900,ENSG00000101109,STK4,Q13043
ENSG00000080824,HSP90AA1,P07900,ENSG00000147601,TERF1,P54274
ENSG00000080824,HSP90AA1,P07900,ENSG00000039123,MTREX,P42285
ENSG00000080824,HSP90AA1,P07900,ENSG00000112739,PRP4K,Q13523
ENSG00000080824,HSP90AA1,P07900,ENSG00000177606,JUN,P05412
ENSG00000080824,HSP90AA1,P07900,ENSG00000107485,GATA3,P23771
ENSG00000080824,HSP90AA1,P07900,ENSG00000032742,IFT88,Q13099
ENSG00000080824,HSP90AA1,P07900,ENSG00000087245,MMP2,P08253
ENSG00000080824,HSP90AA1,P07900,ENSG00000132356,PRKAA1,Q13131
ENSG00000080824,HSP90AA1,P07900,ENSG00000258947,TUBB3,Q13509
ENSG00000080824,HSP90AA1,P07900,ENSG00000167552,TUBA1A,Q71U36
ENSG00000080824,HSP90AA1,P07900,ENSG00000007168,PAFAH1B1,P43034
ENSG00000080824,HSP90AA1,P07900,ENSG00000137486,ARRB1,P49407
ENSG00000080824,HSP90AA1,P07900,ENSG00000178999,AURKB,Q96GD4
ENSG00000080824,HSP90AA1,P07900,ENSG00000165819,METTL3,Q86U44
ENSG00000080824,HSP90AA1,P07900,ENSG00000145388,METTL14,Q9HCE5
ENSG00000080824,HSP90AA1,P07900,ENSG00000156475,PPP2R2B,Q00005
ENSG00000080824,HSP90AA1,P07900,ENSG00000055130,CUL1,Q13616
ENSG00000080824,HSP90AA1,P07900,ENSG00000036257,CUL3,Q13618
ENSG00000080824,HSP90AA1,P07900,ENSG00000120885,CLU,P10909
ENSG00000080824,HSP90AA1,P07900,ENSG00000167601,AXL,P30530
ENSG00000080824,HSP90AA1,P07900,ENSG00000281877,RPS6KA1,Q15418
ENSG00000080824,HSP90AA1,P07900,ENSG00000176105,YES1,P07947
ENSG00000080824,HSP90AA1,P07900,ENSG00000070808,CAMK2A,Q9UQM7
ENSG00000080824,HSP90AA1,P07900,ENSG00000126934,MAP2K2,P36507
ENSG00000080824,HSP90AA1,P07900,ENSG00000000938,FGR,P09769
ENSG00000080824,HSP90AA1,P07900,ENSG00000185338,SOCS1,O15524
ENSG00000080824,HSP90AA1,P07900,ENSG00000102010,BMX,P51813
ENSG00000080824,HSP90AA1,P07900,ENSG00000171132,PRKCE,Q02156
ENSG00000080824,HSP90AA1,P07900,ENSG00000126583,PRKCG,P05129
ENSG00000080824,HSP90AA1,P07900,ENSG00000103653,CSK,P41240
ENSG00000080824,HSP90AA1,P07900,ENSG00000149480,MTA2,O94776
ENSG00000080824,HSP90AA1,P07900,ENSG00000061938,TNK2,Q07912
ENSG00000080824,HSP90AA1,P07900,ENSG00000101213,PTK6,Q13882
ENSG00000080824,HSP90AA1,P07900,ENSG00000177189,RPS6KA3,P51812
ENSG00000080824,HSP90AA1,P07900,ENSG00000001626,CFTR,P13569
ENSG00000080824,HSP90AA1,P07900,ENSG00000105723,GSK3A,P49840
ENSG00000080824,HSP90AA1,P07900,ENSG00000118046,STK11,Q15831
ENSG00000080824,HSP90AA1,P07900,ENSG00000104365,IKBKB,O14920
ENSG00000080824,HSP90AA1,P07900,ENSG00000183735,TBK1,Q9UHD2
ENSG00000080824,HSP90AA1,P07900,ENSG00000109971,HSPA8,P11142
ENSG00000080824,HSP90AA1,P07900,ENSG00000169710,FASN,P49327
ENSG00000080824,HSP90AA1,P07900,ENSG00000188229,TUBB4B,P68371
ENSG00000080824,HSP90AA1,P07900,ENSG00000196230,TUBB,P07437
ENSG00000080824,HSP90AA1,P07900,ENSG00000188486,H2AX,P16104
ENSG00000080824,HSP90AA1,P07900,ENSG00000136810,TXN,P10599
ENSG00000080824,HSP90AA1,P07900,ENSG00000114503,NCBP2,P52298
ENSG00000080824,HSP90AA1,P07900,ENSG00000092445,TYRO3,Q06418
ENSG00000080824,HSP90AA1,P07900,ENSG00000067606,PRKCZ,Q05513
ENSG00000080824,HSP90AA1,P07900,ENSG00000105639,JAK3,P52333
ENSG00000080824,HSP90AA1,P07900,ENSG00000162733,DDR2,Q16832
ENSG00000080824,HSP90AA1,P07900,ENSG00000068078,FGFR3,P22607
ENSG00000080824,HSP90AA1,P07900,ENSG00000160867,FGFR4,P22455
ENSG00000080824,HSP90AA1,P07900,ENSG00000101336,HCK,P08631
ENSG00000080824,HSP90AA1,P07900,ENSG00000143322,ABL2,P42684
ENSG00000080824,HSP90AA1,P07900,ENSG00000076984,MAP2K7,O14733
ENSG00000080824,HSP90AA1,P07900,ENSG00000135341,MAP3K7,O43318
ENSG00000080824,HSP90AA1,P07900,ENSG00000135446,CDK4,P11802
ENSG00000080824,HSP90AA1,P07900,ENSG00000151422,FER,P16591
ENSG00000080824,HSP90AA1,P07900,ENSG00000113263,ITK,Q08881
ENSG00000080824,HSP90AA1,P07900,ENSG00000166333,ILK,Q13418
ENSG00000080824,HSP90AA1,P07900,ENSG00000136807,CDK9,P50750
ENSG00000080824,HSP90AA1,P07900,ENSG00000184216,IRAK1,P51617
ENSG00000080824,HSP90AA1,P07900,ENSG00000127191,TRAF2,Q12933
ENSG00000080824,HSP90AA1,P07900,ENSG00000285379,RIPK3,Q9Y572
ENSG00000080824,HSP90AA1,P07900,ENSG00000077150,NFKB2,Q00653
ENSG00000080824,HSP90AA1,P07900,ENSG00000177889,UBE2N,P61088
ENSG00000080824,HSP90AA1,P07900,ENSG00000275199,AKT3,Q9Y243
ENSG00000080824,HSP90AA1,P07900,ENSG00000134058,CDK7,P50613
ENSG00000080824,HSP90AA1,P07900,ENSG00000113721,PDGFRB,P09619
ENSG00000080824,HSP90AA1,P07900,ENSG00000123908,AGO2,Q9UKV8
ENSG00000080824,HSP90AA1,P07900,ENSG00000158828,PINK1,Q9BXM7
ENSG00000080824,HSP90AA1,P07900,ENSG00000105647,PIK3R2,O00459
ENSG00000080824,HSP90AA1,P07900,ENSG00000157540,DYRK1A,Q13627
ENSG00000080824,HSP90AA1,P07900,ENSG00000070770,CSNK2A2,P19784
ENSG00000080824,HSP90AA1,P07900,ENSG00000183207,RUVBL2,Q9Y230
ENSG00000080824,HSP90AA1,P07900,ENSG00000139618,BRCA2,P51587
ENSG00000080824,HSP90AA1,P07900,ENSG00000115966,ATF2,P15336
ENSG00000080824,HSP90AA1,P07900,ENSG00000166508,MCM7,P33993
ENSG00000080824,HSP90AA1,P07900,ENSG00000109670,FBXW7,Q969H0
ENSG00000080824,HSP90AA1,P07900,ENSG00000142875,PRKACB,P22694
ENSG00000080824,HSP90AA1,P07900,ENSG00000164885,CDK5,Q00535
ENSG00000080824,HSP90AA1,P07900,ENSG00000039068,CDH1,P12830
ENSG00000080824,HSP90AA1,P07900,ENSG00000136628,EPRS1,P07814
ENSG00000080824,HSP90AA1,P07900,ENSG00000164924,YWHAZ,P63104
ENSG00000080824,HSP90AA1,P07900,ENSG00000100603,SNW1,Q13573
ENSG00000080824,HSP90AA1,P07900,ENSG00000065361,ERBB3,P21860
ENSG00000080824,HSP90AA1,P07900,ENSG00000145604,SKP2,Q13309
ENSG00000080824,HSP90AA1,P07900,ENSG00000065243,PKN2,Q16513
ENSG00000080824,HSP90AA1,P07900,ENSG00000051180,RAD51,Q06609
