chaperone_ensembl,chaperone_gene_name,chaperone_uniprot,interactor_ensembl,interactor_gene_name,interactor_uniprot
ENSG00000100209,HSCB,Q8IWL3,ENSG00000119408,NEK6,Q9HC98
ENSG00000100209,HSCB,Q8IWL3,ENSG00000198561,CTNND1,O60716
ENSG00000100209,HSCB,Q8IWL3,ENSG00000142082,SIRT3,Q9NTG7
ENSG00000100209,HSCB,Q8IWL3,ENSG00000090432,MUL1,Q969V5
ENSG00000100209,HSCB,Q8IWL3,ENSG00000112996,MRPS30,Q9NP92
ENSG00000100209,HSCB,Q8IWL3,ENSG00000134250,NOTCH2,Q04721
ENSG00000100209,HSCB,Q8IWL3,ENSG00000074054,CLASP1,Q7Z460
ENSG00000100209,HSCB,Q8IWL3,ENSG00000132313,MRPL35,Q9NZE8
ENSG00000100209,HSCB,Q8IWL3,ENSG00000124588,NQO2,P16083
ENSG00000100209,HSCB,Q8IWL3,ENSG00000204217,BMPR2,Q13873
ENSG00000100209,HSCB,Q8IWL3,ENSG00000141027,NCOR1,O75376
ENSG00000144381,HSPD1,P10809,ENSG00000124279,FASTKD3,Q14CZ7
ENSG00000144381,HSPD1,P10809,ENSG00000204479,PRAMEF17,Q5VTA0
ENSG00000144381,HSPD1,P10809,ENSG00000185271,KLHL33,A6NCF5
ENSG00000144381,HSPD1,P10809,ENSG00000164074,ABHD18,Q0P651
ENSG00000144381,HSPD1,P10809,ENSG00000163607,GTPBP8,Q8N3Z3
ENSG00000144381,HSPD1,P10809,ENSG00000141665,FBXO15,Q8NCQ5
ENSG00000144381,HSPD1,P10809,ENSG00000077713,SLC25A43,Q8WUT9
ENSG00000144381,HSPD1,P10809,ENSG00000197785,ATAD3A,Q9NVI7
ENSG00000144381,HSPD1,P10809,ENSG00000160072,ATAD3B,Q5T9A4
ENSG00000144381,HSPD1,P10809,ENSG00000166689,PLEKHA7,Q6IQ23
ENSG00000144381,HSPD1,P10809,ENSG00000257218,GATC,O43716
ENSG00000144381,HSPD1,P10809,ENSG00000106246,PTCD1,O75127
ENSG00000144381,HSPD1,P10809,ENSG00000123472,ATPAF1,Q5TC12
ENSG00000144381,HSPD1,P10809,ENSG00000143353,LYPLAL1,Q5VWZ2
ENSG00000144381,HSPD1,P10809,ENSG00000213563,C8orf82,Q6P1X6
ENSG00000144381,HSPD1,P10809,ENSG00000111696,NT5DC3,Q86UY8
ENSG00000144381,HSPD1,P10809,ENSG00000185875,THNSL1,Q8IYQ7
ENSG00000144381,HSPD1,P10809,ENSG00000171953,ATPAF2,Q8N5M1
ENSG00000144381,HSPD1,P10809,ENSG00000176422,SPRYD4,Q8WW59
ENSG00000144381,HSPD1,P10809,ENSG00000143811,PYCR2,Q96C36
ENSG00000144381,HSPD1,P10809,ENSG00000178057,NDUFAF3,Q9BU61
ENSG00000144381,HSPD1,P10809,ENSG00000130348,QRSL1,Q9H0R6
ENSG00000144381,HSPD1,P10809,ENSG00000168268,NT5DC2,Q9H857
ENSG00000144381,HSPD1,P10809,ENSG00000134905,CARS2,Q9HA77
ENSG00000144381,HSPD1,P10809,ENSG00000164466,SFXN1,Q9H9B4
ENSG00000144381,HSPD1,P10809,ENSG00000240563,L1TD1,Q5T7N2
ENSG00000144381,HSPD1,P10809,ENSG00000163749,CCDC158,Q5M9N0
ENSG00000144381,HSPD1,P10809,ENSG00000144229,THSD7B,Q9C0I4
ENSG00000144381,HSPD1,P10809,ENSG00000154144,TBRG1,Q3YBR2
ENSG00000144381,HSPD1,P10809,ENSG00000152580,IGSF10,Q6WRI0
ENSG00000144381,HSPD1,P10809,ENSG00000172009,THOP1,P52888
ENSG00000144381,HSPD1,P10809,ENSG00000130433,CACNG6,Q9BXT2
ENSG00000144381,HSPD1,P10809,ENSG00000255804,OR6J1,Q8NGC5
ENSG00000144381,HSPD1,P10809,ENSG00000131951,LRRC9,Q6ZRR7
ENSG00000144381,HSPD1,P10809,ENSG00000177174,OR14C36,Q8NHC7
ENSG00000144381,HSPD1,P10809,ENSG00000111726,CMAS,Q8NFW8
ENSG00000144381,HSPD1,P10809,ENSG00000119411,BSPRY,Q5W0U4
ENSG00000144381,HSPD1,P10809,ENSG00000155636,RBM45,Q8IUH3
ENSG00000144381,HSPD1,P10809,ENSG00000131126,TEX101,Q9BY14
ENSG00000144381,HSPD1,P10809,ENSG00000158863,FHIP2B,Q86V87
ENSG00000144381,HSPD1,P10809,ENSG00000121486,TRMT1L,Q7Z2T5
ENSG00000144381,HSPD1,P10809,ENSG00000175606,TMEM70,Q9BUB7
ENSG00000144381,HSPD1,P10809,ENSG00000100445,SDR39U1,Q9NRG7
ENSG00000144381,HSPD1,P10809,ENSG00000270885,RASL10B,Q96S79
ENSG00000144381,HSPD1,P10809,ENSG00000168904,LRRC28,Q86X40
ENSG00000144381,HSPD1,P10809,ENSG00000154814,OXNAD1,Q96HP4
ENSG00000144381,HSPD1,P10809,ENSG00000155158,TTC39B,Q5VTQ0
ENSG00000144381,HSPD1,P10809,ENSG00000183260,ABHD16B,Q9H3Z7
ENSG00000144381,HSPD1,P10809,ENSG00000165028,NIPSNAP3B,Q9BS92
ENSG00000144381,HSPD1,P10809,ENSG00000110074,FOXRED1,Q96CU9
ENSG00000144381,HSPD1,P10809,ENSG00000116922,AIRIM,Q9NX04
ENSG00000144381,HSPD1,P10809,ENSG00000292076,TRIM43,Q96BQ3
ENSG00000144381,HSPD1,P10809,ENSG00000166016,ABTB2,Q8N961
ENSG00000144381,HSPD1,P10809,ENSG00000071575,TRIB2,Q92519
ENSG00000144381,HSPD1,P10809,ENSG00000136156,ITM2B,Q9Y287
ENSG00000144381,HSPD1,P10809,ENSG00000197768,STPG3,Q8N7X2
ENSG00000144381,HSPD1,P10809,ENSG00000187260,WDR86,Q86TI4
ENSG00000144381,HSPD1,P10809,ENSG00000166105,GLB1L3,Q8NCI6
ENSG00000144381,HSPD1,P10809,ENSG00000158764,ITLN2,Q8WWU7
ENSG00000144381,HSPD1,P10809,ENSG00000182308,DCAF4L1,Q3SXM0
ENSG00000144381,HSPD1,P10809,ENSG00000171763,AFG2B,Q9BVQ7
ENSG00000144381,HSPD1,P10809,ENSG00000144827,ABHD10,Q9NUJ1
ENSG00000144381,HSPD1,P10809,ENSG00000122687,MRM2,Q9UI43
ENSG00000144381,HSPD1,P10809,ENSG00000146700,SSC4D,Q8WTU2
ENSG00000144381,HSPD1,P10809,ENSG00000273514,FOXD4L6,Q3SYB3
ENSG00000144381,HSPD1,P10809,ENSG00000167113,COQ4,Q9Y3A0
ENSG00000144381,HSPD1,P10809,ENSG00000082212,ME2,P23368
ENSG00000144381,HSPD1,P10809,ENSG00000101445,PPP1R16B,Q96T49
ENSG00000144381,HSPD1,P10809,ENSG00000148824,MTG1,Q9BT17
ENSG00000144381,HSPD1,P10809,ENSG00000165792,METTL17,Q9H7H0
ENSG00000144381,HSPD1,P10809,ENSG00000185973,TMLHE,Q9NVH6
ENSG00000144381,HSPD1,P10809,ENSG00000134245,WNT2B,Q93097
ENSG00000144381,HSPD1,P10809,ENSG00000139180,NDUFA9,Q16795
ENSG00000144381,HSPD1,P10809,ENSG00000104804,TULP2,O00295
ENSG00000144381,HSPD1,P10809,ENSG00000182950,CIMAP1C,Q8IXM7
ENSG00000144381,HSPD1,P10809,ENSG00000137720,CFAP68,Q9H5F2
ENSG00000144381,HSPD1,P10809,ENSG00000144120,TMEM177,Q53S58
ENSG00000144381,HSPD1,P10809,ENSG00000159648,SPMIP8,Q6URK8
ENSG00000144381,HSPD1,P10809,ENSG00000142698,C1orf94,Q6P1W5
ENSG00000144381,HSPD1,P10809,ENSG00000132635,PCED1A,Q9H1Q7
ENSG00000144381,HSPD1,P10809,ENSG00000155542,SETD9,Q8NE22
ENSG00000144381,HSPD1,P10809,ENSG00000139131,YARS2,Q9Y2Z4
ENSG00000144381,HSPD1,P10809,ENSG00000178307,TMEM11,P17152
ENSG00000144381,HSPD1,P10809,ENSG00000148680,HTR7,P34969
ENSG00000146731,CCT6A,P40227,ENSG00000091831,ESR1,P03372
ENSG00000146731,CCT6A,P40227,ENSG00000141510,TP53,P04637
ENSG00000100209,HSCB,Q8IWL3,ENSG00000198563,DDX39B,Q13838
ENSG00000100209,HSCB,Q8IWL3,ENSG00000179271,GADD45GIP1,Q8TAE8
ENSG00000100209,HSCB,Q8IWL3,ENSG00000086504,MRPL28,Q13084
ENSG00000100209,HSCB,Q8IWL3,ENSG00000100697,DICER1,Q9UPY3
ENSG00000100209,HSCB,Q8IWL3,ENSG00000145041,DCAF1,Q9Y4B6
ENSG00000100209,HSCB,Q8IWL3,ENSG00000184216,IRAK1,P51617
ENSG00000100209,HSCB,Q8IWL3,ENSG00000104375,STK3,Q13188
ENSG00000100209,HSCB,Q8IWL3,ENSG00000186716,BCR,P11274
ENSG00000100209,HSCB,Q8IWL3,ENSG00000102572,STK24,Q9Y6E0
ENSG00000100209,HSCB,Q8IWL3,ENSG00000124181,PLCG1,P19174
ENSG00000100209,HSCB,Q8IWL3,ENSG00000228716,DHFR,P00374
ENSG00000100209,HSCB,Q8IWL3,ENSG00000076984,MAP2K7,O14733
ENSG00000100209,HSCB,Q8IWL3,ENSG00000162409,PRKAA2,P54646
ENSG00000100209,HSCB,Q8IWL3,ENSG00000084774,CAD,P27708
ENSG00000144381,HSPD1,P10809,ENSG00000053501,USE1,Q9NZ43
ENSG00000144381,HSPD1,P10809,ENSG00000146729,NIPSNAP2,O75323
ENSG00000144381,HSPD1,P10809,ENSG00000168564,CDKN2AIP,Q9NXV6
ENSG00000144381,HSPD1,P10809,ENSG00000173868,PHOSPHO1,Q8TCT1
ENSG00000144381,HSPD1,P10809,ENSG00000050165,DKK3,Q9UBP4
ENSG00000144381,HSPD1,P10809,ENSG00000282954,FBXO17,Q96EF6
ENSG00000144381,HSPD1,P10809,ENSG00000169231,THBS3,P49746
ENSG00000144381,HSPD1,P10809,ENSG00000213339,QTRT1,Q9BXR0
ENSG00000144381,HSPD1,P10809,ENSG00000139990,DCAF5,Q96JK2
ENSG00000144381,HSPD1,P10809,ENSG00000119599,DCAF4,Q8WV16
ENSG00000144381,HSPD1,P10809,ENSG00000139160,ETFBKMT,Q8IXQ9
ENSG00000144381,HSPD1,P10809,ENSG00000167112,TRUB2,O95900
ENSG00000144381,HSPD1,P10809,ENSG00000198754,OXCT2,Q9BYC2
ENSG00000144381,HSPD1,P10809,ENSG00000183527,PSMG1,O95456
ENSG00000144381,HSPD1,P10809,ENSG00000008405,CRY1,Q16526
ENSG00000144381,HSPD1,P10809,ENSG00000125741,OPA3,Q9H6K4
ENSG00000144381,HSPD1,P10809,ENSG00000146250,PRSS35,Q8N3Z0
ENSG00000144381,HSPD1,P10809,ENSG00000083720,OXCT1,P55809
ENSG00000144381,HSPD1,P10809,ENSG00000102763,VWA8,A3KMH1
ENSG00000144381,HSPD1,P10809,ENSG00000110717,NDUFS8,O00217
ENSG00000144381,HSPD1,P10809,ENSG00000103202,NME4,O00746
ENSG00000144381,HSPD1,P10809,ENSG00000164258,NDUFS4,O43181
ENSG00000144381,HSPD1,P10809,ENSG00000104980,TIMM44,O43615
ENSG00000144381,HSPD1,P10809,ENSG00000131495,NDUFA2,O43678
ENSG00000144381,HSPD1,P10809,ENSG00000101365,IDH3B,O43837
ENSG00000144381,HSPD1,P10809,ENSG00000078618,NRDC,O43847
ENSG00000144381,HSPD1,P10809,ENSG00000168653,NDUFS5,O43920
ENSG00000144381,HSPD1,P10809,ENSG00000115286,NDUFS7,O75251
ENSG00000144381,HSPD1,P10809,ENSG00000145494,NDUFS6,O75380
ENSG00000144381,HSPD1,P10809,ENSG00000062485,CS,O75390
ENSG00000144381,HSPD1,P10809,ENSG00000146701,MDH2,P40926
ENSG00000144381,HSPD1,P10809,ENSG00000105819,PMPCB,O75439
ENSG00000144381,HSPD1,P10809,ENSG00000213619,NDUFS3,O75489
ENSG00000144381,HSPD1,P10809,ENSG00000132591,ERAL1,O75616
ENSG00000144381,HSPD1,P10809,ENSG00000059691,GATB,O75879
ENSG00000144381,HSPD1,P10809,ENSG00000167863,ATP5PD,O75947
ENSG00000144381,HSPD1,P10809,ENSG00000267855,NDUFA7,O95182
ENSG00000144381,HSPD1,P10809,ENSG00000168924,LETM1,O95202
ENSG00000144381,HSPD1,P10809,ENSG00000130414,NDUFA10,O95299
ENSG00000144381,HSPD1,P10809,ENSG00000291596,COX5B,P10606
ENSG00000144381,HSPD1,P10809,ENSG00000140374,ETFA,P13804
ENSG00000144381,HSPD1,P10809,ENSG00000065911,MTHFD2,P13995
ENSG00000144381,HSPD1,P10809,ENSG00000178127,NDUFV2,P19404
ENSG00000144381,HSPD1,P10809,ENSG00000127884,ECHS1,P30084
ENSG00000144381,HSPD1,P10809,ENSG00000137124,ALDH1B1,P30837
ENSG00000144381,HSPD1,P10809,ENSG00000128951,DUT,P33316
ENSG00000144381,HSPD1,P10809,ENSG00000105379,ETFB,P38117
ENSG00000144381,HSPD1,P10809,ENSG00000167969,ECI1,P42126
ENSG00000144381,HSPD1,P10809,ENSG00000167315,ACAA2,P42765
ENSG00000144381,HSPD1,P10809,ENSG00000123297,TSFM,P43897
ENSG00000144381,HSPD1,P10809,ENSG00000196177,ACADSB,P45954
ENSG00000144381,HSPD1,P10809,ENSG00000241837,ATP5PO,P48047
ENSG00000144381,HSPD1,P10809,ENSG00000112855,HARS2,P49590
ENSG00000144381,HSPD1,P10809,ENSG00000119673,ACOT2,P49753
ENSG00000144381,HSPD1,P10809,ENSG00000119421,NDUFA8,P51970
ENSG00000144381,HSPD1,P10809,ENSG00000163541,SUCLG1,P53597
ENSG00000144381,HSPD1,P10809,ENSG00000278461,KGD4,P82909
ENSG00000144381,HSPD1,P10809,ENSG00000132463,GRSF1,Q12849
ENSG00000144381,HSPD1,P10809,ENSG00000011376,LARS2,Q15031
ENSG00000144381,HSPD1,P10809,ENSG00000067992,PDK3,Q15120
ENSG00000144381,HSPD1,P10809,ENSG00000128609,NDUFA5,Q16718
ENSG00000144381,HSPD1,P10809,ENSG00000063854,HAGH,Q16775
ENSG00000144381,HSPD1,P10809,ENSG00000285241,PCK2,Q16822
ENSG00000144381,HSPD1,P10809,ENSG00000126814,TRMT5,Q32P41
ENSG00000144381,HSPD1,P10809,ENSG00000176715,ACSF3,Q4G176
ENSG00000144381,HSPD1,P10809,ENSG00000124608,AARS2,Q5JTZ9
ENSG00000144381,HSPD1,P10809,ENSG00000159445,THEM4,Q5T1C6
ENSG00000144381,HSPD1,P10809,ENSG00000101247,NDUFAF5,Q5TEU4
ENSG00000144381,HSPD1,P10809,ENSG00000186687,LYRM7,Q5U5X0
ENSG00000144381,HSPD1,P10809,ENSG00000174840,PDE12,Q6L8Q7
ENSG00000144381,HSPD1,P10809,ENSG00000198130,HIBCH,Q6NVY1
ENSG00000144381,HSPD1,P10809,ENSG00000117593,DARS2,Q6PI48
ENSG00000144381,HSPD1,P10809,ENSG00000120254,MTHFD1L,Q6UB35
ENSG00000144381,HSPD1,P10809,ENSG00000119471,HSDL2,Q6YN16
ENSG00000144381,HSPD1,P10809,ENSG00000003509,NDUFAF7,Q7L592
ENSG00000144381,HSPD1,P10809,ENSG00000066651,TRMT11,Q7Z4G4
ENSG00000144381,HSPD1,P10809,ENSG00000182512,GLRX5,Q86SX6
ENSG00000144381,HSPD1,P10809,ENSG00000184227,ACOT1,Q86TX2
ENSG00000144381,HSPD1,P10809,ENSG00000164182,NDUFAF2,Q8N183
ENSG00000144381,HSPD1,P10809,ENSG00000090857,PDPR,Q8NCN5
ENSG00000144381,HSPD1,P10809,ENSG00000160688,FLAD1,Q8NFF5
ENSG00000144381,HSPD1,P10809,ENSG00000167799,NUDT8,Q8WV74
ENSG00000144381,HSPD1,P10809,ENSG00000130347,RTN4IP1,Q8WWV3
ENSG00000144381,HSPD1,P10809,ENSG00000156469,MTERF3,Q96E29
ENSG00000144381,HSPD1,P10809,ENSG00000139428,MMAB,Q96EY8
ENSG00000144381,HSPD1,P10809,ENSG00000137513,NARS2,Q96I59
ENSG00000144381,HSPD1,P10809,ENSG00000125871,MGME1,Q9BQP7
ENSG00000144381,HSPD1,P10809,ENSG00000136463,TACO1,Q9BSH4
ENSG00000144381,HSPD1,P10809,ENSG00000141219,MTNAP1,Q9BSJ5
ENSG00000144381,HSPD1,P10809,ENSG00000171103,TRMT61B,Q9BVS5
ENSG00000144381,HSPD1,P10809,ENSG00000143374,TARS2,Q9BW92
ENSG00000144381,HSPD1,P10809,ENSG00000137133,HINT2,Q9BX68
ENSG00000144381,HSPD1,P10809,ENSG00000169288,MRPL1,Q9BYD6
ENSG00000144381,HSPD1,P10809,ENSG00000119705,SLIRP,Q9GZT3
ENSG00000144381,HSPD1,P10809,ENSG00000138777,PPA2,Q9H2U2
ENSG00000144381,HSPD1,P10809,ENSG00000177646,ACAD9,Q9H845
ENSG00000144381,HSPD1,P10809,ENSG00000171861,MRM3,Q9HC36
ENSG00000144381,HSPD1,P10809,ENSG00000283104,SARS2,Q9NP81
ENSG00000144381,HSPD1,P10809,ENSG00000067704,IARS2,Q9NSE4
ENSG00000144381,HSPD1,P10809,ENSG00000101019,UQCC1,Q9NVA1
ENSG00000144381,HSPD1,P10809,ENSG00000104907,TRMT1,Q9NXH9
ENSG00000144381,HSPD1,P10809,ENSG00000123545,NDUFAF4,Q9P032
ENSG00000144381,HSPD1,P10809,ENSG00000136143,SUCLA2,Q9P2R7
ENSG00000144381,HSPD1,P10809,ENSG00000184752,NDUFA12,Q9UI09
ENSG00000144381,HSPD1,P10809,ENSG00000004142,POLDIP2,Q9Y2S7
ENSG00000144381,HSPD1,P10809,ENSG00000123130,ACOT9,Q9Y305
ENSG00000144381,HSPD1,P10809,ENSG00000137806,NDUFAF1,Q9Y375
ENSG00000144381,HSPD1,P10809,ENSG00000115274,INO80B,Q9C086
ENSG00000144381,HSPD1,P10809,ENSG00000104722,NEFM,P07197
ENSG00000144381,HSPD1,P10809,ENSG00000128512,DOCK4,Q8N1I0
ENSG00000144381,HSPD1,P10809,ENSG00000189042,ZNF567,Q8N184
ENSG00000144381,HSPD1,P10809,ENSG00000144893,MED12L,Q86YW9
ENSG00000144381,HSPD1,P10809,ENSG00000164961,WASHC5,Q12768
ENSG00000144381,HSPD1,P10809,ENSG00000186205,MTARC1,Q5VT66
ENSG00000144381,HSPD1,P10809,ENSG00000108021,TASOR2,Q5VWN6
ENSG00000144381,HSPD1,P10809,ENSG00000153558,FBXL2,Q9UKC9
ENSG00000144381,HSPD1,P10809,ENSG00000110274,CEP164,Q9UPV0
ENSG00000144381,HSPD1,P10809,ENSG00000180917,CMTR2,Q8IYT2
ENSG00000144381,HSPD1,P10809,ENSG00000197885,NKIRAS1,Q9NYS0
ENSG00000144381,HSPD1,P10809,ENSG00000124193,SRSF6,Q13247
ENSG00000144381,HSPD1,P10809,ENSG00000118946,PCDH17,O14917
ENSG00000144381,HSPD1,P10809,ENSG00000125482,TTF1,Q15361
ENSG00000144381,HSPD1,P10809,ENSG00000115652,UXS1,Q8NBZ7
ENSG00000144381,HSPD1,P10809,ENSG00000196116,TDRD7,Q8NHU6
ENSG00000144381,HSPD1,P10809,ENSG00000160633,SAFB,Q15424
ENSG00000144381,HSPD1,P10809,ENSG00000049540,ELN,P15502
ENSG00000144381,HSPD1,P10809,ENSG00000167107,ACSF2,Q96CM8
ENSG00000144381,HSPD1,P10809,ENSG00000247626,MARS2,Q96GW9
ENSG00000144381,HSPD1,P10809,ENSG00000136783,NIPSNAP3A,Q9UFN0
ENSG00000144381,HSPD1,P10809,ENSG00000182362,YBEY,P58557
ENSG00000144381,HSPD1,P10809,ENSG00000181240,SLC25A41,Q8N5S1
ENSG00000144381,HSPD1,P10809,ENSG00000174799,CEP135,Q66GS9
ENSG00000144381,HSPD1,P10809,ENSG00000148950,IMMP1L,Q96LU5
ENSG00000144381,HSPD1,P10809,ENSG00000184903,IMMP2L,Q96T52
ENSG00000144381,HSPD1,P10809,ENSG00000156603,MED19,A0JLT2
ENSG00000144381,HSPD1,P10809,ENSG00000141026,MED9,Q9NWA0
ENSG00000144381,HSPD1,P10809,ENSG00000114745,GORASP1,Q9BQQ3
ENSG00000144381,HSPD1,P10809,ENSG00000188917,TRMT2B,Q96GJ1
ENSG00000144381,HSPD1,P10809,ENSG00000013306,SLC25A39,Q9BZJ4
ENSG00000144381,HSPD1,P10809,ENSG00000182902,SLC25A18,Q9H1K4
ENSG00000144381,HSPD1,P10809,ENSG00000151498,ACAD8,Q9UKU7
ENSG00000144381,HSPD1,P10809,ENSG00000166090,IL25,Q9H293
ENSG00000144381,HSPD1,P10809,ENSG00000163395,IGFN1,Q86VF2
ENSG00000144381,HSPD1,P10809,ENSG00000100416,TRMU,O75648
ENSG00000144381,HSPD1,P10809,ENSG00000029639,TFB1M,Q8WVM0
ENSG00000144381,HSPD1,P10809,ENSG00000067829,IDH3G,P51553
ENSG00000144381,HSPD1,P10809,ENSG00000101181,MTG2,Q9H4K7
ENSG00000144381,HSPD1,P10809,ENSG00000110871,COQ5,Q5HYK3
ENSG00000144381,HSPD1,P10809,ENSG00000172113,NME6,O75414
ENSG00000144381,HSPD1,P10809,ENSG00000146282,RARS2,Q5T160
ENSG00000144381,HSPD1,P10809,ENSG00000197444,OGDHL,Q9ULD0
ENSG00000144381,HSPD1,P10809,ENSG00000092345,DAZL,Q92904
ENSG00000144381,HSPD1,P10809,ENSG00000008197,TFAP2D,Q7Z6R9
ENSG00000144381,HSPD1,P10809,ENSG00000178732,GP5,P40197
ENSG00000144381,HSPD1,P10809,ENSG00000204542,C6orf15,Q6UXA7
ENSG00000144381,HSPD1,P10809,ENSG00000197448,GSTK1,Q9Y2Q3
ENSG00000144381,HSPD1,P10809,ENSG00000166908,PIP4K2C,Q8TBX8
ENSG00000144381,HSPD1,P10809,ENSG00000011243,AKAP8L,Q9ULX6
ENSG00000144381,HSPD1,P10809,ENSG00000242110,AMACR,Q9UHK6
ENSG00000144381,HSPD1,P10809,ENSG00000183549,ACSM5,Q6NUN0
ENSG00000144381,HSPD1,P10809,ENSG00000180185,FAHD1,Q6P587
ENSG00000144381,HSPD1,P10809,ENSG00000103507,BCKDK,O14874
ENSG00000144381,HSPD1,P10809,ENSG00000180902,D2HGDH,Q8N465
ENSG00000144381,HSPD1,P10809,ENSG00000183048,SLC25A10,Q9UBX3
ENSG00000144381,HSPD1,P10809,ENSG00000100116,GCAT,O75600
ENSG00000144381,HSPD1,P10809,ENSG00000105552,BCAT2,O15382
ENSG00000144381,HSPD1,P10809,ENSG00000117481,NSUN4,Q96CB9
ENSG00000144381,HSPD1,P10809,ENSG00000145375,AFG2A,Q8NB90
ENSG00000144381,HSPD1,P10809,ENSG00000100299,ARSA,P15289
ENSG00000144381,HSPD1,P10809,ENSG00000141012,GALNS,P34059
ENSG00000144381,HSPD1,P10809,ENSG00000006757,PNPLA4,P41247
ENSG00000144381,HSPD1,P10809,ENSG00000188886,ASTL,Q6HA08
ENSG00000144381,HSPD1,P10809,ENSG00000135677,GNS,P15586
ENSG00000144381,HSPD1,P10809,ENSG00000119685,TTLL5,Q6EMB2
ENSG00000144381,HSPD1,P10809,ENSG00000166840,GLYATL1,Q969I3
ENSG00000144381,HSPD1,P10809,ENSG00000136270,TBRG4,Q969Z0
ENSG00000144381,HSPD1,P10809,ENSG00000129245,FXR2,P51116
ENSG00000144381,HSPD1,P10809,ENSG00000137656,BUD13,Q9BRD0
ENSG00000144381,HSPD1,P10809,ENSG00000196562,SULF2,Q8IWU5
ENSG00000144381,HSPD1,P10809,ENSG00000183779,ZNF703,Q9H7S9
ENSG00000144381,HSPD1,P10809,ENSG00000099968,BCL2L13,Q9BXK5
ENSG00000144381,HSPD1,P10809,ENSG00000198804,MT-CO1,P00395
ENSG00000144381,HSPD1,P10809,ENSG00000147324,MFHAS1,Q9Y4C4
ENSG00000144381,HSPD1,P10809,ENSG00000115289,PCGF1,Q9BSM1
ENSG00000144381,HSPD1,P10809,ENSG00000131143,COX4I1,P13073
ENSG00000144381,HSPD1,P10809,ENSG00000005022,SLC25A5,P05141
ENSG00000144381,HSPD1,P10809,ENSG00000089163,SIRT4,Q9Y6E7
ENSG00000144381,HSPD1,P10809,ENSG00000198929,NOS1AP,O75052
ENSG00000144381,HSPD1,P10809,ENSG00000118655,DCLRE1B,Q9H816
ENSG00000144381,HSPD1,P10809,ENSG00000140382,HMG20A,Q9NP66
ENSG00000144381,HSPD1,P10809,ENSG00000183421,RIPK4,P57078
ENSG00000144381,HSPD1,P10809,ENSG00000116459,ATP5PB,P24539
ENSG00000144381,HSPD1,P10809,ENSG00000179148,ALOXE3,Q9BYJ1
ENSG00000144381,HSPD1,P10809,ENSG00000003756,RBM5,P52756
ENSG00000144381,HSPD1,P10809,ENSG00000133961,NUMB,P49757
ENSG00000144381,HSPD1,P10809,ENSG00000006282,SPATA20,Q8TB22
ENSG00000144381,HSPD1,P10809,ENSG00000088682,COQ9,O75208
ENSG00000144381,HSPD1,P10809,ENSG00000189043,NDUFA4,O00483
ENSG00000144381,HSPD1,P10809,ENSG00000158793,NIT1,Q86X76
ENSG00000144381,HSPD1,P10809,ENSG00000165443,PHYHIPL,Q96FC7
ENSG00000144381,HSPD1,P10809,ENSG00000101166,PRELID3B,Q9Y3B1
ENSG00000144381,HSPD1,P10809,ENSG00000196236,XPNPEP3,Q9NQH7
ENSG00000144381,HSPD1,P10809,ENSG00000106077,ABHD11,Q8NFV4
ENSG00000144381,HSPD1,P10809,ENSG00000162972,MAIP1,Q8WWC4
ENSG00000144381,HSPD1,P10809,ENSG00000175600,SUGCT,Q9HAC7
ENSG00000144381,HSPD1,P10809,ENSG00000164898,FMC1,Q96HJ9
ENSG00000144381,HSPD1,P10809,ENSG00000106153,CHCHD2,Q9Y6H1
ENSG00000144381,HSPD1,P10809,ENSG00000274768,CISD3,P0C7P0
ENSG00000144381,HSPD1,P10809,ENSG00000119723,COQ6,Q9Y2Z9
ENSG00000144381,HSPD1,P10809,ENSG00000166920,C15orf48,Q9C002
ENSG00000144381,HSPD1,P10809,ENSG00000158864,NDUFS2,O75306
ENSG00000144381,HSPD1,P10809,ENSG00000198721,ECI2,O75521
ENSG00000144381,HSPD1,P10809,ENSG00000148672,GLUD1,P00367
ENSG00000144381,HSPD1,P10809,ENSG00000065154,OAT,P04181
ENSG00000144381,HSPD1,P10809,ENSG00000150768,DLAT,P10515
ENSG00000144381,HSPD1,P10809,ENSG00000117054,ACADM,P11310
ENSG00000144381,HSPD1,P10809,ENSG00000248098,BCKDHA,P12694
ENSG00000144381,HSPD1,P10809,ENSG00000023330,ALAS1,P13196
ENSG00000144381,HSPD1,P10809,ENSG00000154723,ATP5PF,P18859
ENSG00000144381,HSPD1,P10809,ENSG00000117118,SDHB,P21912
ENSG00000144381,HSPD1,P10809,ENSG00000075239,ACAT1,P24752
ENSG00000144381,HSPD1,P10809,ENSG00000162433,AK4,P27144
ENSG00000144381,HSPD1,P10809,ENSG00000283447,NDUFS1,P28331
ENSG00000144381,HSPD1,P10809,ENSG00000073578,SDHA,P31040
ENSG00000144381,HSPD1,P10809,ENSG00000165629,ATP5F1C,P36542
ENSG00000144381,HSPD1,P10809,ENSG00000119689,DLST,P36957
ENSG00000144381,HSPD1,P10809,ENSG00000084754,HADHA,P40939
ENSG00000144381,HSPD1,P10809,ENSG00000138095,LRPPRC,P42704
ENSG00000144381,HSPD1,P10809,ENSG00000085760,MTIF2,P46199
ENSG00000144381,HSPD1,P10809,ENSG00000072778,ACADVL,P49748
ENSG00000144381,HSPD1,P10809,ENSG00000167792,NDUFV1,P49821
ENSG00000144381,HSPD1,P10809,ENSG00000262814,MRPL12,P52815
